SO Name,SHEDL Project Muse Social Science collection 2012-2013,,,,,,,,,,,,,,,,,,,
SO Identifier,project muse_socialscience collection_2012-2013_shedl,,,,,,,,,,,,,,,,,,,
Provider,Project Muse ,,,,,,,,,,,,,,,,,,,
Package Identifier,Social Science collection,,,,,,,,,,,,,,,,,,,
Package Name,Social Science collection,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2012,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2013,,,,,,,,,,,,,,,,,,,
Consortium,SHEDL,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,0,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,2,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
Land Economics,0023-7639,1543-8325,2012,88,1,,,,,,,,University of Wisconsin Press,,Project Muse ,host,http://muse.jhu.edu/journals/land_economics,Project Muse ,administrative,
Latin American Research Review,0023-8791,1542-4278,2003,38,1,,,,,,,,Latin American Studies Association,,Project Muse ,host,http://muse.jhu.edu/journals/latin_american_research_review,Project Muse ,administrative,
Le mouvement social,0027-2671,1961-8646,2009,226,,,,,,,,,Association Le Mouvement Social,,Project Muse ,host,http://muse.jhu.edu/journals/le_mouvement_social,Project Muse ,administrative,
Mediterranean Quarterly,1047-4552,1527-1935,2000,11,1,,,,,,,,Duke University Press,,Project Muse ,host,http://muse.jhu.edu/journals/mediterranean_quarterly,Project Muse ,administrative,
The Middle East Journal,0026-3141,1940-3461,2009,63,1,,,,,,,,Middle East Institute,,Project Muse ,host,http://muse.jhu.edu/journals/the_middle_east_journal,Project Muse ,administrative,
Northeast African Studies,0740-9133,1535-6574,1994,1,1,,,,,,,,Michigan State University Press,,Project Muse ,host,http://muse.jhu.edu/journals/northeast_african_studies,Project Muse ,administrative,
Population Review,0032-471X,1549-0955,2003,42,1,,,,,,,,Population Review Publications,,Project Muse ,host,http://muse.jhu.edu/journals/population_review,Project Muse ,administrative,
"Progress in Community Health Partnerships: Research, Education, and Action",1557-0541,1557-055X,2007,1,1,,,,,,,,The Johns Hopkins University Press,,Project Muse ,host,http://muse.jhu.edu/journals/progress_in_community_health_partnerships_research_education_and_action,Project Muse ,administrative,
The Review of Higher Education,0162-5748,1090-7009,1996,20,1,,,,,,,,The Johns Hopkins University Press,,Project Muse ,host,http://muse.jhu.edu/journals/review_of_higher_education,Project Muse ,administrative,
Rhetoric & Public Affairs,1094-8392,1534-5238,1998,1,1,,,,,,,,Michigan State University Press,,Project Muse ,host,http://muse.jhu.edu/journals/rhetoric_and_public_affairs,Project Muse ,administrative,
SAIS Review,0036-0775,1088-3142,1995,15,,,,,,,,,The Johns Hopkins University Press,,Project Muse ,host,http://muse.jhu.edu/journals/sais_review,Project Muse ,administrative,
Social Forces,0037-7732,1534-7605,2001,79,3,,,,,,,,Oxford University Press,,Project Muse ,host,http://muse.jhu.edu/journals/social_forces,Project Muse ,administrative,
"Social Politics: International Studies in Gender, State and Society",1072-4745,1468-2893,2003,10,1,,,,,,,,Oxford University Press,,Project Muse ,host,http://muse.jhu.edu/journals/social_politics,Project Muse ,administrative,
Social Science History,0145-5532,1527-8034,1999,23,4,,,,,,,,Duke University Press,,Project Muse ,host,http://muse.jhu.edu/journals/social_science_history,Project Muse ,administrative,
Sojourn: Journal of Social Issues in Southeast Asia,0217-9520,1793-2858,2003,18,1,,,,,,,,Institute of Southeast Asian Studies,,Project Muse ,host,http://muse.jhu.edu/journals/sojourn_journal_of_social_issues_in_southeast_asia,Project Muse ,administrative,
Southeastern Geographer,0038-366X,1549-6929,2004,44,1,,,,,,,,The University of North Carolina Press,,Project Muse ,host,http://muse.jhu.edu/journals/southeastern_geographer,Project Muse ,administrative,
Studies in World Christianity,1354-9901,1750-0230,2006,12,1,,2008,,,,,,Edinburgh University Press,,Project Muse ,host,http://muse.jhu.edu/journals/studies_in_world_christianity,Project Muse ,administrative,
Technology and Culture,0040-165X,1097-3729,1998,39,3,,,,,,,,The Johns Hopkins University Press,,Project Muse ,host,http://muse.jhu.edu/journals/technology_and_culture,Project Muse ,administrative,
Theory & Event,,1092-311X,1997,1,1,,,,,,,,The Johns Hopkins University Press,,Project Muse ,host,http://muse.jhu.edu/journals/theory_and_event,Project Muse ,administrative,
The Tocqueville Review/La revue Tocqueville,0730-479X,1918-6649,2009,30,1,,,,,,,,University of Toronto Press,,Project Muse ,host,http://muse.jhu.edu/journals/tocqueville_reviewla_revue_tocqueville,Project Muse ,administrative,
Transformation: Critical Perspectives on Southern Africa,0258-7696,1726-1368,2002,49,,,,,,,,,Transformation,,Project Muse ,host,http://muse.jhu.edu/journals/transformation,Project Muse ,administrative,
Transportation Journal,2157-328X,0022-6865,2012,51,1,,,,,,,,Penn State University Press,,Project Muse ,host,http://muse.jhu.edu/journals/transportation_journal,Project Muse ,administrative,
Twentieth-Century China,1521-5385,1940-5065,2007,33,1,,2010,,,,,,The Ohio State University Press,,Project Muse ,host,http://muse.jhu.edu/journals/twentiethcentury_china,Project Muse ,administrative,
The Washington Quarterly,0163-660X,1530-9177,2000,23,1,,2008,,,,,,The MIT Press,,Project Muse ,host,http://muse.jhu.edu/journals/washington_quarterly,Project Muse ,administrative,
Wicazo Sa Review,0749-6427,1533-7901,2000,15,2,,,,,,,,University of Minnesota Press,,Project Muse ,host,http://muse.jhu.edu/journals/wicazo_sa_review,Project Muse ,administrative,
World Policy Journal,0740-2775,1936-0924,2010,27,1,,2011,,,,,,World Policy Institute,,Project Muse ,host,http://muse.jhu.edu/journals/world_policy_journal,Project Muse ,administrative,
World Politics,0043-8871,1086-3338,1995,48,1,,,,,,,,Cambridge University Press,,Project Muse ,host,http://muse.jhu.edu/journals/world_politics,Project Muse ,administrative,
Yearbook of the Association of Pacific Coast Geographers,0066-9628,1551-3211,2004,66,,,,,,,,,University of Hawai'i Press,,Project Muse ,host,http://muse.jhu.edu/journals/yearbook_of_the_association_of_pacific_coast_geographers,Project Muse ,administrative,
