SO Name,NESLI2 Springer Option 1 Closed Consortium Agreement 2011_2012,,,,,,,,,,,,,,,,,,,
SO Identifier,springer_option1closed consortium agreement_2011_2012_Nesli2,,,,,,,,,,,,,,,,,,,
Provider,Springer ,,,,,,,,,,,,,,,,,,,
Package Identifier,Option 1 Closed Consortium Agreement,,,,,,,,,,,,,,,,,,,
Package Name,Option 1 Closed Consortium Agreement,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2011,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2012,,,,,,,,,,,,,,,,,,,
Consortium,NESLI2,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,0,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,2,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
Applied Biochemistry and Microbiology,0003-6838,1608-3024,1997,33,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0003-6838,Springer Link,administrative,
Applied Categorical Structures,0927-2852,1572-9095,1997,5,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0927-2852,Springer Link,administrative,
Applied Composite Materials,0929-189X,1573-4897,1997,4,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0929-189X,Springer Link,administrative,
Applied Entomology and Zoology,0003-6862,1347-605X,2011,46,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0003-6862/,Springer Link,administrative,
Applied Geomatics,,1866-928X,2009,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1866-9298/,Springer Link,administrative,
Applied Geophysics,1672-7975,1993-0658,2004,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1672-7975,Springer Link,administrative,
Applied Intelligence,0924-669X,1573-7497,1997,7,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0924-669X,Springer Link,administrative,
Applied Magnetic Resonance,0937-9347,1613-7507,1997,12,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0937-9347,Springer Link,administrative,
Applied Mathematics - A Journal of Chinese Universities,1005-1031,1993-0445,1997,12,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1005-1031,Springer Link,administrative,
Applied Mathematics and Mechanics,0253-4827,1573-2754,1997,18,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0253-4827,Springer Link,administrative,
Applied Mathematics and Optimization,0095-4616,1432-0606,1997,35,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0095-4616,Springer Link,administrative,
Applied Microbiology and Biotechnology,0175-7598,1432-0614,1997,47,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0175-7598,Springer Link,administrative,
Applied Physics A: Materials Science & Processing,0947-8396,1432-0630,1997,65,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0947-8396,Springer Link,administrative,
Applied Physics B: Lasers and Optics,0946-2171,1432-0649,1997,65,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0946-2171,Springer Link,administrative,
Applied Psychophysiology and Biofeedback,1090-0586,1573-3270,1997,22,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1090-0586,Springer Link,administrative,
Applied Research in Quality of Life,1871-2584,1871-2576,2006,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1871-2584,Springer Link,administrative,
Applied Solar Energy,0003-701X,1934-9424,2007,43,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0003-701X,Springer Link,administrative,
Applied Spatial Analysis and Policy,1874-463X,1874-4621,2008,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1874-463X,Springer Link,administrative,
Aquaculture International,0967-6120,1573-143X,1997,5,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0967-6120,Springer Link,administrative,
Aquatic Ecology,1386-2588,1573-5125,1997,31,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1386-2588,Springer Link,administrative,
Aquatic Geochemistry,1380-6165,1573-1421,1997,3,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1380-6165,Springer Link,administrative,
Aquatic Sciences - Research Across Boundaries,1015-1621,1420-9055,1997,59,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1015-1621,Springer Link,administrative,
Arabian Journal of Geosciences,1866-7511,1866-7538,2008,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1866-7511,Springer Link,administrative,
Arabian Journal for Science and Engineering,1319-8025,,2011,36,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1319-8025/,Springer Link,administrative,
Archaeological and Anthropological Sciences,1866-9557,1866-9565,2009,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1866-9557,Springer Link,administrative,
Archaeologies,1555-8622,1935-3987,2005,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1555-8622,Springer Link,administrative,
Archiv der Mathematik,0003-889X,1420-8938,1997,68,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0003-889X,Springer Link,administrative,
Archival Science,1389-0166,1573-7519,2001,1,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/1389-0166,Springer Link,administrative,
Archive of Applied Mechanics,0939-1533,1432-0681,1997,67,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0939-1533,Springer Link,administrative,
Archive for History of Exact Sciences,0003-9519,1432-0657,1997,52,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0003-9519,Springer Link,administrative,
Archive for Mathematical Logic,0933-5846,1432-0665,1997,36,,,,,,,,,,,Springer Link,host,http://www.springerlink.com/content/0933-5846,Springer Link,administrative,
