SO Name,NESLI2  BioOne SMP  2012-2012,,,,,,,,,,,,,,,,,,,
SO Identifier,bioone_collection_2012_2012_Nesli2,,,,,,,,,,,,,,,,,,,
Provider,BioOne,,,,,,,,,,,,,,,,,,,
Package Identifier,SMP ,,,,,,,,,,,,,,,,,,,
Package Name,SMP ,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2012,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2012,,,,,,,,,,,,,,,,,,,
Consortium,NESLI2,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,2,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
Journal of the Kansas Entomological Society,0022-8567,,01/01/2004,77,1,,,,,,fulltext,,Kansas Entomological Society,,BioOne Online Journals,host,http://www.bioone.org/loi/kent,BioOne Online Journals,administrative,
Madroño,0024-9637,,01/01/2005,52,1,,,,,,fulltext,,California Botanical Society,,BioOne Online Journals,host,http://www.bioone.org/loi/madr,BioOne Online Journals,administrative,
Micropaleontology,0026-2803,1937-2795,01/04/2002,48,1,,,,,,fulltext,,Micropaleontology Press,,BioOne Online Journals,host,http://www.bioone.org/loi/mipa,BioOne Online Journals,administrative,
Annals of the Missouri Botanical Garden,0026-6493,,31/05/2006,93,1,,,,,,fulltext,,Missouri Botanical Garden,,BioOne Online Journals,host,http://www.bioone.org/loi/mobt,BioOne Online Journals,administrative,
Bulletin of the Museum of Comparative Zoology,0027-4100,,02/09/2003,158,1,,,,,,fulltext,,"Museum of Comparative Zoology, Harvard University",,BioOne Online Journals,host,http://www.bioone.org/loi/harv,BioOne Online Journals,administrative,
Northwest Science,0029-344X,,01/01/2007,81,1,,,,,,fulltext,,Northwest Scientific Association,,BioOne Online Journals,host,http://www.bioone.org/loi/nwsc,BioOne Online Journals,administrative,
Pacific Science,0030-8870,1534-6188,01/01/2005,59,1,,,,,,fulltext,,University of Hawai'i Press,,BioOne Online Journals,host,http://www.bioone.org/loi/pasc,BioOne Online Journals,administrative,
Pan-Pacific Entomologist,0031-0603,0031-0603,01/01/2007,83,1,,,,,,fulltext,,Pacific Coast Entomological Society,,BioOne Online Journals,host,http://www.bioone.org/loi/panp,BioOne Online Journals,administrative,
Photochemistry and Photobiology,0031-8655,,01/01/2000,71,1,,,,,,fulltext,,American Society for Photobiology,,BioOne Online Journals,host,http://www.bioone.org/loi/phot,BioOne Online Journals,administrative,
Radiation Research,0033-7587,1938-5404,01/01/2000,153,1,,,,,,fulltext,,Radiation Research Society,,BioOne Online Journals,host,http://www.bioone.org/loi/rare,BioOne Online Journals,administrative,
Rhodora,0035-4902,,01/05/2005,107,929,,,,,,fulltext,,"The New England Botanical Club, Inc.",,BioOne Online Journals,host,http://www.bioone.org/loi/rhod,BioOne Online Journals,administrative,
"Bulletin, Southern California Academy of Sciences",0038-3872,,01/04/2005,104,1,,,,,,fulltext,,Southern California Academy of Science,,BioOne Online Journals,host,http://www.bioone.org/loi/soca,BioOne Online Journals,administrative,
The Southwestern Naturalist,0038-4909,,01/03/2003,48,1,,,,,,fulltext,,Southwestern Association of Naturalists,,BioOne Online Journals,host,http://www.bioone.org/loi/swna,BioOne Online Journals,administrative,
