@subscriber_role:=rdv_id
12
@jusplogin :=idns_id
90
@jusp:=idns_id
87
rdv_value	core_start_year	core_end_year	id_value	id_value	tipp_id
Yes	2013	2013	442	car	40612
Yes	2013	2013	766	car	40614
Yes	2013	2013	448	car	40626
Yes	2013	2013	2847	car	40627
Yes	2013	2013	2054	car	40629
Yes	2013	2013	453	car	40640
Yes	2013	2013	1341	car	40649
Yes	2013	2013	2797	car	40708
Yes	2013	2013	2813	car	40711
Yes	2013	2013	2046	car	40721
Yes	2013	2013	1887	car	40732
Yes	2013	2013	3346	car	40736
Yes	2013	2013	5475	car	40663
Yes	2013	2013	1330	car	40665
Yes	2013	2013	2009	car	40666
Yes	2013	2013	3250	car	40670
Yes	2013	2013	5304	car	40678
Yes	2013	2013	2432	car	40754
Yes	2013	2013	1478	car	40755
Yes	2013	2013	1246	car	40756
Yes	2013	2013	1533	car	40758
Yes	2013	2013	478	car	40768
Yes	2013	2013	482	car	40778
Yes	2013	2013	494	car	40788
Yes	2013	2013	3017	car	40803
Yes	2013	2013	3537	car	40804
Yes	2013	2013	1696	car	40806
Yes	2013	2013	500	car	40809
Yes	2013	2013	1891	car	40810
Yes	2013	2013	1741	car	40812
Yes	2013	2013	502	car	40813
Yes	2013	2013	2611	car	40835
Yes	2013	2013	2144	car	40840
Yes	2013	2013	1161	car	40842
Yes	2013	2013	853	car	40844
Yes	2013	2013	3511	car	40850
Yes	2013	2013	3574	car	40852
Yes	2013	2013	3540	car	40861
Yes	2013	2013	1200	car	40879
Yes	2013	2013	3727	car	40885
Yes	2013	2013	923	car	40889
Yes	2013	2013	1490	car	40892
Yes	2013	2013	3383	car	40906
Yes	2013	2013	1035	car	40908
Yes	2013	2013	1658	car	40898
Yes	2013	2013	2786	car	40939
Yes	2013	2013	2191	car	40943
Yes	2013	2013	3084	car	40953
Yes	2013	2013	2766	car	40961
Yes	2013	2013	546	car	40964
Yes	2013	2013	547	car	40968
Yes	2013	2013	1725	car	40971
Yes	2013	2013	1678	car	40973
Yes	2013	2013	3668	car	40980
Yes	2013	2013	3739	car	40981
Yes	2013	2013	1442	car	41019
Yes	2013	2013	3959	car	41018
Yes	2013	2013	2793	car	41031
Yes	2013	2013	1704	car	41039
Yes	2013	2013	1036	car	41051
Yes	2013	2013	3608	car	41064
Yes	2013	2013	11910	car	41069
Yes	2013	2013	1244	car	41072
Yes	2013	2013	2071	car	41076
Yes	2013	2013	818	car	41078
Yes	2013	2013	4790	car	41081
Yes	2013	2013	3160	car	41085
Yes	2013	2013	1679	car	41097
Yes	2013	2013	2433	car	41092
Yes	2013	2013	4512	car	41094
Yes	2013	2013	571	car	41098
Yes	2013	2013	1186	car	41101
Yes	2013	2013	2034	car	41111
Yes	2013	2013	578	car	41112
Yes	2013	2013	1343	car	41127
Yes	2013	2013	595	car	41182
Yes	2013	2013	2776	car	41201
Yes	2013	2013	1643	car	41218
Yes	2013	2013	291	car	41245
Yes	2013	2013	1797	car	41257
Yes	2013	2013	1716	car	41274
Yes	2013	2013	3514	car	41277
Yes	2013	2013	3037	car	41288
Yes	2013	2013	6608	car	41298
Yes	2013	2013	3366	car	41303
Yes	2013	2013	626	car	41308
Yes	2013	2013	1565	car	41309
Yes	2013	2013	3284	car	41318
Yes	2013	2013	2752	car	41346
Yes	2013	2013	3583	car	41345
Yes	2013	2013	3063	car	41355
Yes	2013	2013	2688	car	41379
Yes	2013	2013	640	car	41394
Yes	2013	2013	641	car	41451
Yes	2013	2013	2022	car	41478
Yes	2013	2013	2286	car	41491
Yes	2013	2013	660	car	41504
Yes	2013	2013	4482	car	41521
Yes	2013	2013	2	car	41528
Yes	2013	2013	3257	car	41531
Yes	2013	2013	2349	car	41546
Yes	2013	2013	2371	car	41547
Yes	2013	2013	1572	car	41566
Yes	2013	2013	670	car	41585
Yes	2013	2013	2427	car	41587
Yes	2013	2013	1136	car	41612
Yes	2013	2013	685	car	41624
Yes	2013	2013	1472	car	41629
Yes	2013	2013	687	car	41636
Yes	2013	2013	1794	car	41645
Yes	2013	2013	1987	car	41646
Yes	2013	2013	2050	car	41656
Yes	2013	2013	690	car	41662
Yes	2013	2013	691	car	41665
Yes	2013	2013	1740	car	41666
Yes	2013	2013	692	car	41668
Yes	2013	2013	693	car	41670
Yes	2013	2013	2716	car	41671
Yes	2013	2013	2014	car	41674
Yes	2013	2013	39	car	41679
Yes	2013	2013	6474	car	41681
Yes	2013	2013	44	car	41682
Yes	2013	2013	61	car	41684
Yes	2013	2013	2168	car	41693
Yes	2013	2013	335	car	41717
Yes	2013	2013	886	car	41724
Yes	2013	2013	6475	car	41740
Yes	2013	2013	436	car	41743
Yes	2013	2013	441	car	41745
Yes	2013	2013	468	car	41755
Yes	2013	2013	470	car	41756
Yes	2013	2013	905	car	41759
Yes	2013	2013	3977	car	41762
Yes	2013	2013	12360	car	41769
Yes	2013	2013	1470	car	41785
Yes	2013	2013	1450	car	41793
Yes	2013	2013	706	car	41797
Yes	2013	2013	2823	car	41816
Yes	2013	2013	2805	car	41819
Yes	2013	2013	1332	car	41820
Yes	2013	2013	2834	car	41821
Yes	2013	2013	3576	car	41822
Yes	2013	2013	3596	car	41823
Yes	2013	2013	6492	car	41827
Yes	2013	2013	2831	car	41828
Yes	2013	2013	1178	car	41829
Yes	2013	2013	2780	car	41831
Yes	2013	2013	3585	car	41832
Yes	2013	2013	1261	car	41833
Yes	2013	2013	1236	car	41836
Yes	2013	2013	3955	car	41837
Yes	2013	2013	2816	car	41838
Yes	2013	2013	1110	car	41841
Yes	2013	2013	1101	car	41843
Yes	2013	2013	1641	car	41847
Yes	2013	2013	3967	car	41851
Yes	2013	2013	1638	car	41859
Yes	2013	2013	4073	car	41878
Yes	2013	2013	723	car	41889
Yes	2013	2013	726	car	41899
Yes	2013	2013	1568	car	41906
Yes	2013	2013	1715	car	41908
Yes	2013	2013	4881	car	40609
Yes	2013	2013	1447	car	40815
Yes	2013	2013	1809	wlv	41941
Yes	2013	2013	1367	wlv	41972
Yes	2013	2013	1025	wlv	42038
Yes	2013	2013	2407	wlv	42120
Yes	2013	2013	1517	wlv	42192
Yes	2013	2013	1799	wlv	42208
Yes	2013	2013	134	wlv	42271
Yes	2013	2013	965	wlv	42256
Yes	2013	2013	167	wlv	42322
Yes	2013	2013	168	wlv	42326
Yes	2013	2013	2822	wlv	42335
Yes	2013	2013	4486	wlv	42344
Yes	2013	2013	2798	wlv	42345
Yes	2013	2013	903	wlv	42379
Yes	2013	2013	3573	wlv	42380
Yes	2013	2013	1496	wlv	42385
Yes	2013	2013	179	wlv	42395
Yes	2013	2013	1798	wlv	42399
Yes	2013	2013	2673	wlv	42451
Yes	2013	2013	932	wlv	42486
Yes	2013	2013	3906	wlv	42646
Yes	2013	2013	1465	wlv	42664
Yes	2013	2013	262	wlv	42698
Yes	2013	2013	1002	wlv	42796
Yes	2013	2013	315	wlv	42830
Yes	2013	2013	1729	wlv	42839
Yes	2013	2013	2656	wlv	42836
Yes	2013	2013	2792	wlv	42857
Yes	2013	2013	4533	wlv	42865
Yes	2013	2013	1580	wlv	42896
Yes	2013	2013	3243	wlv	42897
Yes	2013	2013	1514	wlv	42905
Yes	2013	2013	349	wlv	42923
Yes	2013	2013	5020	wlv	42926
Yes	2013	2013	1468	wlv	42935
Yes	2013	2013	2848	wlv	42982
Yes	2013	2013	2227	wlv	43006
Yes	2013	2013	2743	wlv	43037
Yes	2013	2013	887	wlv	43095
Yes	2013	2013	1355	wlv	43148
Yes	2013	2013	3532	wlv	43215
Yes	2013	2013	2176	wlv	43241
Yes	2013	2013	2104	wlv	43242
Yes	2013	2013	2054	wlv	43279
Yes	2013	2013	3889	wlv	43282
Yes	2013	2013	2797	wlv	43330
Yes	2013	2013	1533	wlv	43361
Yes	2013	2013	2742	wlv	43367
Yes	2013	2013	3922	wlv	43375
Yes	2013	2013	494	wlv	43385
Yes	2013	2013	3017	wlv	43390
Yes	2013	2013	1447	wlv	43402
Yes	2013	2013	923	wlv	43460
Yes	2013	2013	1490	wlv	43462
Yes	2013	2013	1442	wlv	43543
Yes	2013	2013	3959	wlv	43542
Yes	2013	2013	556	wlv	43545
Yes	2013	2013	566	wlv	43582
Yes	2013	2013	818	wlv	43587
Yes	2013	2013	4512	wlv	43596
Yes	2013	2013	1343	wlv	43623
Yes	2013	2013	3941	wlv	43733
Yes	2013	2013	619	wlv	43736
Yes	2013	2013	1565	wlv	43745
Yes	2013	2013	2839	wlv	43773
Yes	2013	2013	777	wlv	43789
Yes	2013	2013	2688	wlv	43796
Yes	2013	2013	3022	wlv	43854
Yes	2013	2013	3018	wlv	43861
Yes	2013	2013	1572	wlv	43898
Yes	2013	2013	1335	wlv	43932
Yes	2013	2013	1472	wlv	43943
Yes	2013	2013	335	wlv	43995
Yes	2013	2013	2785	wlv	44019
Yes	2013	2013	1450	wlv	44048
Yes	2013	2013	2141	wlv	44059
Yes	2013	2013	1236	wlv	44082
Yes	2013	2013	3955	wlv	44083
Yes	2013	2013	1110	wlv	44087
Yes	2013	2013	1101	wlv	44089
Yes	2013	2013	822	wlv	44106
Yes	2013	2013	1568	wlv	44131
Yes	2012	2014	200040	wlv	27610
Yes	2012	2014	200875	wlv	27685
Yes	2012	2014	200707	wlv	27693
Yes	2012	2014	200610	wlv	27700
Yes	2012	2014	200073	wlv	27701
Yes	2012	2014	200075	wlv	27702
Yes	2012	2014	201535	wlv	27706
Yes	2012	2014	200081	wlv	27711
Yes	2012	2014	200516	wlv	27713
Yes	2012	2014	200077	wlv	27705
Yes	2012	2014	201138	wlv	27755
Yes	2012	2014	200100	wlv	27758
Yes	2012	2014	201969	wlv	27759
Yes	2012	2014	200724	wlv	27760
Yes	2012	2014	201291	wlv	27800
Yes	2012	2014	201993	wlv	27801
Yes	2012	2014	201791	wlv	27817
Yes	2012	2014	202081	wlv	27819
Yes	2012	2014	200996	wlv	27820
Yes	2012	2014	200107	wlv	27835
Yes	2012	2014	201798	wlv	27836
Yes	2012	2014	200108	wlv	27837
Yes	2012	2014	200110	wlv	27843
Yes	2012	2014	201156	wlv	27849
Yes	2012	2014	200117	wlv	27869
Yes	2012	2014	200910	wlv	27876
Yes	2012	2014	200375	wlv	27881
Yes	2012	2014	201398	wlv	27891
Yes	2012	2014	200122	wlv	27905
Yes	2012	2014	200123	wlv	27906
Yes	2012	2014	200636	wlv	27911
Yes	2012	2014	200129	wlv	27916
Yes	2012	2014	200130	wlv	27927
Yes	2012	2014	200850	wlv	27926
Yes	2012	2014	202011	wlv	27936
Yes	2012	2014	201182	wlv	27956
Yes	2012	2014	200496	wlv	27959
Yes	2012	2014	201212	wlv	27971
Yes	2012	2014	200400	wlv	27974
Yes	2012	2014	201869	wlv	27980
Yes	2012	2014	200591	wlv	27991
Yes	2012	2014	201668	wlv	28011
Yes	2012	2014	200402	wlv	28020
Yes	2012	2014	200658	wlv	28022
Yes	2012	2014	201141	wlv	28027
Yes	2012	2014	201217	wlv	28028
Yes	2012	2014	200147	wlv	28042
Yes	2012	2014	200150	wlv	28053
Yes	2012	2014	201673	wlv	28059
Yes	2012	2014	201208	wlv	28072
Yes	2012	2014	201126	wlv	28087
Yes	2012	2014	200744	wlv	28089
Yes	2012	2014	201117	wlv	28090
Yes	2012	2014	200162	wlv	28091
Yes	2012	2014	200163	wlv	28092
Yes	2012	2014	200767	wlv	28097
Yes	2012	2014	201267	wlv	28101
Yes	2012	2014	201151	wlv	28103
Yes	2012	2014	200168	wlv	28113
Yes	2012	2014	201517	wlv	28118
Yes	2012	2014	201714	wlv	28142
Yes	2012	2014	201577	wlv	28169
Yes	2012	2014	201650	wlv	28170
Yes	2012	2014	201957	wlv	28180
Yes	2012	2014	201183	wlv	28184
Yes	2012	2014	200745	wlv	28198
Yes	2012	2014	201474	wlv	28196
Yes	2012	2014	200594	wlv	28202
Yes	2012	2014	200181	wlv	28203
Yes	2012	2014	200184	wlv	28209
Yes	2012	2014	200731	wlv	28210
Yes	2012	2014	200190	wlv	28232
Yes	2012	2014	200746	wlv	28233
Yes	2012	2014	200198	wlv	28241
Yes	2012	2014	200202	wlv	28245
Yes	2012	2014	201565	wlv	28249
Yes	2012	2014	201554	wlv	28252
Yes	2012	2014	201022	wlv	28260
Yes	2012	2014	200720	wlv	28262
Yes	2012	2014	200730	wlv	28267
Yes	2012	2014	201185	wlv	28279
Yes	2012	2014	200208	wlv	28282
Yes	2012	2014	200210	wlv	28286
Yes	2012	2014	200638	wlv	28290
Yes	2012	2014	201423	wlv	28291
Yes	2012	2014	200927	wlv	28298
Yes	2012	2014	200214	wlv	28301
Yes	2012	2014	201544	wlv	28308
Yes	2012	2014	202008	wlv	28312
Yes	2012	2014	200545	wlv	28313
Yes	2012	2014	200221	wlv	28327
Yes	2012	2014	201130	wlv	28332
Yes	2012	2014	201135	wlv	28333
Yes	2012	2014	201147	wlv	28342
Yes	2012	2014	200614	wlv	28348
Yes	2012	2014	200227	wlv	28353
Yes	2012	2014	200228	wlv	28355
Yes	2012	2014	201754	wlv	28362
Yes	2012	2014	201959	wlv	28372
Yes	2012	2014	201209	wlv	28375
Yes	2012	2014	200964	wlv	28377
Yes	2012	2014	201194	wlv	28379
Yes	2012	2014	201024	wlv	28382
Yes	2012	2014	200749	wlv	28392
Yes	2012	2014	201522	wlv	28402
Yes	2012	2014	201690	wlv	28415
Yes	2012	2014	200249	wlv	28419
Yes	2012	2014	201556	wlv	28427
Yes	2012	2014	201026	wlv	28449
Yes	2012	2014	201201	wlv	28337
Yes	2012	2014	200609	wlv	28480
Yes	2012	2014	201539	wlv	28479
Yes	2012	2014	200641	wlv	28483
Yes	2012	2014	201341	wlv	28532
Yes	2012	2014	200350	wlv	28550
Yes	2012	2014	201718	wlv	28555
Yes	2012	2014	200612	wlv	28559
Yes	2012	2014	200645	wlv	28593
Yes	2012	2014	201974	wlv	28604
Yes	2012	2014	201561	wlv	28606
Yes	2012	2014	200304	wlv	28657
Yes	2012	2014	200309	wlv	28671
Yes	2012	2014	200411	wlv	28672
Yes	2012	2014	201547	wlv	28713
Yes	2012	2014	200769	wlv	28717
Yes	2012	2014	201712	wlv	28731
Yes	2012	2014	200324	wlv	28736
Yes	2012	2014	200755	wlv	28756
Yes	2012	2014	200536	wlv	28760
Yes	2012	2014	200344	wlv	28790
Yes	2012	2014	201920	wlv	28795
Yes	2012	2014	200513	wlv	28802
Yes	2012	2014	200500	wlv	28807
Yes	2012	2014	201428	wlv	28821
Yes	2012	2014	200507	wlv	28822
Yes	2012	2014	200647	wlv	28833
Yes	2012	2014	201216	wlv	28836
Yes	2012	2014	200497	wlv	28844
Yes	2012	2014	201578	wlv	28868
Yes	2012	2014	200124	wlv	28869
Yes	2012	2014	200146	wlv	28874
Yes	2012	2014	200628	wlv	28878
Yes	2012	2014	200218	wlv	28894
Yes	2012	2014	200234	wlv	28902
Yes	2012	2014	200277	wlv	28917
Yes	2012	2014	200308	wlv	28920
Yes	2012	2014	200317	wlv	28923
Yes	2012	2014	200355	wlv	28931
Yes	2012	2014	200841	wlv	28937
Yes	2012	2014	200372	wlv	28943
Yes	2012	2014	200169	wlv	28948
Yes	2012	2014	200378	wlv	28972
Yes	2012	2014	201825	wlv	28981
Yes	2013	2014	7556	wlv	20882
Yes	2013	2014	7557	wlv	20881
Yes	2013	2014	7560	wlv	20901
Yes	2013	2014	7561	wlv	20884
Yes	2013	2014	7562	wlv	20885
Yes	2013	2014	7566	wlv	20887
Yes	2013	2014	7567	wlv	20889
Yes	2013	2014	7591	wlv	20893
Yes	2013	2014	7573	wlv	20894
Yes	2013	2014	7574	wlv	20895
Yes	2013	2014	7578	wlv	20898
Yes	2013	2014	7580	wlv	20899
Yes	2013	2014	7585	wlv	20905
Yes	2012	2014	201779	uwe	27815
Yes	2012	2014	201730	uwe	27940
Yes	2012	2014	201486	uwe	27943
Yes	2012	2014	201378	uwe	27952
Yes	2012	2014	200294	uwe	28134
Yes	2012	2014	200976	uwe	28161
Yes	2012	2014	200440	uwe	28283
Yes	2012	2014	200643	uwe	28407
Yes	2012	2014	200247	uwe	28414
Yes	2012	2014	201211	uwe	28613
Yes	2012	2014	201548	uwe	28683
Yes	2012	2014	200536	uwe	28760
Yes	2012	2014	200356	uwe	28810
Yes	2012	2014	200691	uwe	28817
Yes	2012	2014	201206	uwe	27523
Yes	2012	2014	200875	uwe	27685
Yes	2012	2014	201684	uwe	27689
Yes	2012	2014	200076	uwe	27703
Yes	2012	2014	200117	uwe	27869
Yes	2012	2014	200910	uwe	27876
Yes	2012	2014	201182	uwe	27956
Yes	2012	2014	202192	uwe	27992
Yes	2012	2014	201208	uwe	28072
Yes	2012	2014	201499	uwe	28178
Yes	2012	2014	201800	uwe	28230
Yes	2012	2014	200746	uwe	28233
Yes	2012	2014	201381	uwe	28275
Yes	2012	2014	201185	uwe	28279
Yes	2012	2014	201544	uwe	28308
Yes	2012	2014	201209	uwe	28375
Yes	2012	2014	200964	uwe	28377
Yes	2012	2014	201522	uwe	28402
Yes	2012	2014	200289	uwe	28592
Yes	2012	2014	201497	uwe	28607
Yes	2012	2014	201694	uwe	28610
Yes	2012	2014	200304	uwe	28657
Yes	2012	2014	200315	uwe	28692
Yes	2012	2014	200894	uwe	28740
Yes	2012	2014	200365	uwe	28820
Yes	2012	2014	200373	uwe	28953
Yes	2012	2014	201178	uwe	28960
Yes	2012	2014	201249	uwe	27918
Yes	2012	2014	200181	uwe	28203
Yes	2012	2014	200214	uwe	28301
Yes	2012	2014	201469	uwe	28842
Yes	2012	2014	200397	uwe	27656
Yes	2012	2014	200065	uwe	27679
Yes	2012	2014	201689	uwe	28075
Yes	2012	2014	201672	uwe	28608
Yes	2012	2014	200378	uwe	28972
Yes	2012	2014	201561	uwe	28606
Yes	2012	2014	201957	uwe	28180
Yes	2012	2014	202005	uwe	28412
Yes	2012	2014	201547	uwe	28713
Yes	2012	2014	202142	uwe	28430
Yes	2012	2014	200017	uwe	27546
Yes	2012	2014	200650	uwe	27588
Yes	2012	2014	200039	uwe	27607
Yes	2012	2014	200040	uwe	27610
Yes	2012	2014	200495	uwe	27612
Yes	2012	2014	200659	uwe	27672
Yes	2012	2014	200075	uwe	27702
Yes	2012	2014	200077	uwe	27705
Yes	2012	2014	201535	uwe	27706
Yes	2012	2014	201271	uwe	27707
Yes	2012	2014	200634	uwe	27712
Yes	2012	2014	201132	uwe	27714
Yes	2012	2014	201202	uwe	27723
Yes	2012	2014	201545	uwe	27757
Yes	2012	2014	201138	uwe	27755
Yes	2012	2014	201710	uwe	27756
Yes	2012	2014	200100	uwe	27758
Yes	2012	2014	200724	uwe	27760
Yes	2012	2014	201123	uwe	27761
Yes	2012	2014	201351	uwe	27790
Yes	2012	2014	200787	uwe	27795
Yes	2012	2014	201523	uwe	27822
Yes	2012	2014	201787	uwe	27830
Yes	2012	2014	200108	uwe	27837
Yes	2012	2014	201867	uwe	27861
Yes	2012	2014	200115	uwe	27863
Yes	2012	2014	200122	uwe	27905
Yes	2012	2014	200123	uwe	27906
Yes	2012	2014	200126	uwe	27912
Yes	2012	2014	200850	uwe	27926
Yes	2012	2014	200130	uwe	27927
Yes	2012	2014	202011	uwe	27936
Yes	2012	2014	200496	uwe	27959
Yes	2012	2014	201212	uwe	27971
Yes	2012	2014	200400	uwe	27974
Yes	2012	2014	200137	uwe	27990
Yes	2012	2014	200509	uwe	28006
Yes	2012	2014	201141	uwe	28027
Yes	2012	2014	201217	uwe	28028
Yes	2012	2014	200147	uwe	28042
Yes	2012	2014	201129	uwe	28061
Yes	2012	2014	201321	uwe	28073
Yes	2012	2014	201126	uwe	28087
Yes	2012	2014	201117	uwe	28090
Yes	2012	2014	200162	uwe	28091
Yes	2012	2014	200163	uwe	28092
Yes	2012	2014	200434	uwe	28102
Yes	2012	2014	201151	uwe	28103
Yes	2012	2014	200627	uwe	28107
Yes	2012	2014	200168	uwe	28113
Yes	2012	2014	200171	uwe	28126
Yes	2012	2014	200934	uwe	28140
Yes	2012	2014	201714	uwe	28142
Yes	2012	2014	201441	uwe	28143
Yes	2012	2014	201669	uwe	28175
Yes	2012	2014	201205	uwe	28192
Yes	2012	2014	201474	uwe	28196
Yes	2012	2014	200745	uwe	28198
Yes	2012	2014	200180	uwe	28201
Yes	2012	2014	200209	uwe	28226
Yes	2012	2014	201994	uwe	28228
Yes	2012	2014	200189	uwe	28231
Yes	2012	2014	200190	uwe	28232
Yes	2012	2014	200194	uwe	28234
Yes	2012	2014	200622	uwe	28250
Yes	2012	2014	201554	uwe	28252
Yes	2012	2014	200210	uwe	28286
Yes	2012	2014	200638	uwe	28290
Yes	2012	2014	201695	uwe	28293
Yes	2012	2014	200545	uwe	28313
Yes	2012	2014	201201	uwe	28337
Yes	2012	2014	200614	uwe	28348
Yes	2012	2014	200227	uwe	28353
Yes	2012	2014	201024	uwe	28382
Yes	2012	2014	200749	uwe	28392
Yes	2012	2014	200245	uwe	28409
Yes	2012	2014	200490	uwe	28413
Yes	2012	2014	201556	uwe	28427
Yes	2012	2014	201740	uwe	28432
Yes	2012	2014	200262	uwe	28468
Yes	2012	2014	200264	uwe	28476
Yes	2012	2014	200609	uwe	28480
Yes	2012	2014	201922	uwe	28488
Yes	2012	2014	200510	uwe	28504
Yes	2012	2014	200918	uwe	28517
Yes	2012	2014	201536	uwe	28564
Yes	2012	2014	200923	uwe	28570
Yes	2012	2014	200727	uwe	28625
Yes	2012	2014	200303	uwe	28656
Yes	2012	2014	200309	uwe	28671
Yes	2012	2014	200319	uwe	28702
Yes	2012	2014	200915	uwe	28730
Yes	2012	2014	200412	uwe	28734
Yes	2012	2014	200324	uwe	28736
Yes	2012	2014	200326	uwe	28745
Yes	2012	2014	201131	uwe	28749
Yes	2012	2014	200346	uwe	28791
Yes	2012	2014	200513	uwe	28802
Yes	2012	2014	200352	uwe	28804
Yes	2012	2014	200500	uwe	28807
Yes	2012	2014	200507	uwe	28822
Yes	2012	2014	200647	uwe	28833
Yes	2012	2014	200083	uwe	28857
Yes	2012	2014	200124	uwe	28869
Yes	2012	2014	200146	uwe	28874
Yes	2012	2014	200628	uwe	28878
Yes	2012	2014	200177	uwe	28881
Yes	2012	2014	200223	uwe	28900
Yes	2012	2014	201197	uwe	28905
Yes	2012	2014	200243	uwe	28906
Yes	2012	2014	200899	uwe	28907
Yes	2012	2014	201659	uwe	28914
Yes	2012	2014	200277	uwe	28917
Yes	2012	2014	200317	uwe	28923
Yes	2012	2014	200355	uwe	28931
Yes	2012	2014	200372	uwe	28943
Yes	2012	2014	200169	uwe	28948
Yes	2012	2014	201329	uwe	28969
Yes	2012	2014	200956	uwe	28979
Yes	2012	2014	200987	uwe	28105
Yes	2012	2014	201775	uwe	28473
Yes	2012	2014	200411	uwe	28672
Yes	2012	2014	201683	uwe	27696
Yes	2013	2013	332	uwe	36668
Yes	2013	2013	13233	uwe	36846
Yes	2013	2013	12915	uwe	36552
Yes	2013	2013	12965	uwe	36591
Yes	2013	2013	13003	uwe	36611
Yes	2013	2013	13128	uwe	36722
Yes	2013	2013	13213	uwe	36803
Yes	2013	2013	13086	uwe	36695
Yes	2013	2013	13110	uwe	36709
Yes	2013	2013	13230	uwe	36816
Yes	2013	2013	13056	uwe	36827
Yes	2013	2013	13078	uwe	36828
Yes	2013	2013	13114	uwe	36835
Yes	2013	2013	13081	uwe	36690
Yes	2013	2013	13005	uwe	36614
Yes	2013	2013	13122	uwe	36718
Yes	2013	2013	13091	uwe	36831
Yes	2013	2013	13157	uwe	36754
Yes	2013	2013	13138	uwe	36736
Yes	2013	2013	12983	uwe	36821
Yes	2013	2013	12953	uwe	36583
Yes	2013	2013	13072	uwe	36683
Yes	2013	2013	12963	uwe	36589
Yes	2013	2013	13004	uwe	36613
Yes	2013	2013	13140	uwe	36738
Yes	2013	2013	13246	uwe	36857
Yes	2013	2013	13067	uwe	36680
Yes	2013	2013	13244	uwe	36855
Yes	2013	2013	13186	uwe	36781
Yes	2013	2013	12560	uwe	36837
Yes	2013	2013	143	uwe	36606
Yes	2013	2013	13209	uwe	36800
Yes	2013	2013	13240	uwe	36850
Yes	2013	2013	13022	uwe	36630
Yes	2013	2013	13131	uwe	36723
Yes	2013	2013	12940	uwe	36572
Yes	2013	2013	12962	uwe	36820
Yes	2013	2013	13092	uwe	36832
Yes	2013	2013	13232	uwe	36845
Yes	2013	2013	13038	uwe	36647
Yes	2013	2013	13139	uwe	36737
Yes	2013	2013	13226	uwe	36812
Yes	2013	2013	13227	uwe	36813
Yes	2013	2013	13168	uwe	36763
Yes	2013	2013	13222	uwe	36808
Yes	2013	2013	13083	uwe	36830
Yes	2013	2013	13143	uwe	36741
Yes	2013	2013	13104	uwe	36706
Yes	2013	2013	6664	uwe	36642
Yes	2013	2013	12978	uwe	36595
Yes	2013	2013	12950	uwe	36580
Yes	2013	2013	12952	uwe	36582
Yes	2013	2013	13025	uwe	36632
Yes	2013	2013	13027	uwe	36635
Yes	2013	2013	13094	uwe	36700
Yes	2013	2013	13150	uwe	36748
Yes	2013	2013	13176	uwe	36771
Yes	2013	2013	13220	uwe	36807
Yes	2013	2013	13080	uwe	36829
Yes	2013	2013	12986	uwe	36600
Yes	2013	2013	13123	uwe	36719
Yes	2013	2013	12956	uwe	36584
Yes	2013	2013	12925	uwe	36560
Yes	2013	2013	12923	uwe	36559
Yes	2013	2013	6016	uwe	36859
Yes	2013	2013	5768	uwe	36681
Yes	2010	2012	332	uwe	11661
Yes	2010	2012	13233	uwe	11813
Yes	2010	2012	12915	uwe	11570
Yes	2010	2012	12965	uwe	11601
Yes	2010	2012	13003	uwe	11616
Yes	2010	2012	13128	uwe	11702
Yes	2010	2012	13213	uwe	11770
Yes	2010	2012	13086	uwe	11681
Yes	2010	2012	13110	uwe	11693
Yes	2010	2012	13230	uwe	11782
Yes	2010	2012	13056	uwe	11793
Yes	2010	2012	13078	uwe	11796
Yes	2010	2012	13114	uwe	11803
Yes	2010	2012	13081	uwe	11678
Yes	2010	2012	13005	uwe	11619
Yes	2010	2012	13122	uwe	11700
Yes	2010	2012	13091	uwe	11799
Yes	2010	2012	13157	uwe	11729
Yes	2010	2012	13138	uwe	11714
Yes	2010	2012	12983	uwe	11787
Yes	2010	2012	12953	uwe	11594
Yes	2010	2012	13072	uwe	11672
Yes	2010	2012	12963	uwe	11599
Yes	2010	2012	13004	uwe	11618
Yes	2010	2012	13140	uwe	11716
Yes	2010	2012	13246	uwe	11820
Yes	2010	2012	13067	uwe	11669
Yes	2010	2012	13244	uwe	11818
Yes	2010	2012	13186	uwe	11753
Yes	2010	2012	12560	uwe	11805
Yes	2010	2012	143	uwe	11613
Yes	2010	2012	13209	uwe	11767
Yes	2010	2012	13240	uwe	11816
Yes	2010	2012	13022	uwe	11631
Yes	2010	2012	13131	uwe	11703
Yes	2010	2012	12940	uwe	11589
Yes	2010	2012	12962	uwe	11786
Yes	2010	2012	13092	uwe	11800
Yes	2010	2012	13232	uwe	11812
Yes	2010	2012	13038	uwe	11645
Yes	2010	2012	13139	uwe	11715
Yes	2010	2012	13226	uwe	11778
Yes	2010	2012	13227	uwe	11779
Yes	2010	2012	13168	uwe	11736
Yes	2010	2012	13222	uwe	11774
Yes	2010	2012	13083	uwe	11798
Yes	2010	2012	13143	uwe	11719
Yes	2010	2012	13104	uwe	11691
Yes	2010	2012	6664	uwe	11641
Yes	2010	2012	12978	uwe	11605
Yes	2010	2012	12950	uwe	11592
Yes	2010	2012	12952	uwe	11593
Yes	2010	2012	13025	uwe	11633
Yes	2010	2012	13027	uwe	11635
Yes	2010	2012	13094	uwe	11685
Yes	2010	2012	13150	uwe	11726
Yes	2010	2012	13176	uwe	11744
Yes	2010	2012	13220	uwe	11773
Yes	2010	2012	13080	uwe	11797
