@subscriber_role:=rdv_id
12
@jusplogin :=idns_id
90
@jusp:=idns_id
87
rdv_value	core_start_year	core_end_year	id_value	id_value	tipp_id
Yes	2012	2014	200707	hul	1374
Yes	2012	2014	200073	hul	1381
Yes	2012	2014	200075	hul	1382
Yes	2012	2014	201550	hul	1384
Yes	2012	2014	200077	hul	1385
Yes	2012	2014	201535	hul	1386
Yes	2012	2014	201271	hul	1387
Yes	2012	2014	201583	hul	1389
Yes	2012	2014	200081	hul	1390
Yes	2012	2014	200516	hul	1392
Yes	2012	2014	201132	hul	1393
Yes	2012	2014	200732	hul	1396
Yes	2012	2014	201191	hul	1401
Yes	2012	2014	201154	hul	1403
Yes	2012	2014	200094	hul	1412
Yes	2012	2014	202075	hul	1413
Yes	2012	2014	201111	hul	1426
Yes	2012	2014	201545	hul	1429
Yes	2012	2014	201138	hul	1430
Yes	2012	2014	200100	hul	1432
Yes	2012	2014	201969	hul	1433
Yes	2012	2014	201123	hul	1435
Yes	2012	2014	201656	hul	1467
Yes	2012	2014	200552	hul	1477
Yes	2012	2014	202081	hul	1484
Yes	2012	2014	200996	hul	1485
Yes	2012	2014	201385	hul	1489
Yes	2012	2014	200107	hul	1499
Yes	2012	2014	201798	hul	1500
Yes	2012	2014	200108	hul	1501
Yes	2012	2014	200980	hul	1504
Yes	2012	2014	200111	hul	1513
Yes	2012	2014	201804	hul	1514
Yes	2012	2014	201693	hul	1522
Yes	2012	2014	200115	hul	1523
Yes	2012	2014	200117	hul	1528
Yes	2012	2014	201571	hul	1545
Yes	2012	2014	200595	hul	1551
Yes	2012	2014	200122	hul	1560
Yes	2012	2014	200123	hul	1561
Yes	2012	2014	200450	hul	1562
Yes	2012	2014	200938	hul	1565
Yes	2012	2014	200636	hul	1566
Yes	2012	2014	200126	hul	1567
Yes	2012	2014	200850	hul	1580
Yes	2012	2014	200130	hul	1581
Yes	2012	2014	201212	hul	1619
Yes	2012	2014	200719	hul	1620
Yes	2012	2014	201524	hul	1623
Yes	2012	2014	201527	hul	1624
Yes	2012	2014	200136	hul	1628
Yes	2012	2014	200137	hul	1637
Yes	2012	2014	200642	hul	1648
Yes	2012	2014	200509	hul	1653
Yes	2012	2014	201677	hul	1654
Yes	2012	2014	201223	hul	1655
Yes	2012	2014	201937	hul	1661
Yes	2012	2014	200402	hul	1666
Yes	2012	2014	201141	hul	1673
Yes	2012	2014	201217	hul	1674
Yes	2012	2014	200852	hul	1684
Yes	2012	2014	200853	hul	1685
Yes	2012	2014	200150	hul	1698
Yes	2012	2014	200152	hul	1707
Yes	2012	2014	201208	hul	1716
Yes	2012	2014	201586	hul	1718
Yes	2012	2014	201689	hul	1719
Yes	2012	2014	201117	hul	1733
Yes	2012	2014	200162	hul	1734
Yes	2012	2014	200163	hul	1735
Yes	2012	2014	201716	hul	1736
Yes	2012	2014	201442	hul	1742
Yes	2012	2014	201151	hul	1747
Yes	2012	2014	200974	hul	1748
Yes	2012	2014	200168	hul	1757
Yes	2012	2014	201517	hul	1762
Yes	2012	2014	200171	hul	1770
Yes	2012	2014	200173	hul	1772
Yes	2012	2014	201714	hul	1786
Yes	2012	2014	201041	hul	1791
Yes	2012	2014	201580	hul	1792
Yes	2012	2014	201205	hul	1831
Yes	2012	2014	201474	hul	1835
Yes	2012	2014	200745	hul	1837
Yes	2012	2014	200181	hul	1842
Yes	2012	2014	201613	hul	1845
Yes	2012	2014	200183	hul	1847
Yes	2012	2014	200184	hul	1848
Yes	2012	2014	201762	hul	1850
Yes	2012	2014	200185	hul	1851
Yes	2012	2014	201735	hul	1852
Yes	2012	2014	201927	hul	1854
Yes	2012	2014	200746	hul	1870
Yes	2012	2014	200194	hul	1871
Yes	2012	2014	200195	hul	1873
Yes	2012	2014	200959	hul	1883
Yes	2012	2014	200622	hul	1887
Yes	2012	2014	200720	hul	1897
Yes	2012	2014	200730	hul	1899
Yes	2012	2014	201185	hul	1911
Yes	2012	2014	200208	hul	1914
Yes	2012	2014	200638	hul	1922
Yes	2012	2014	200214	hul	1933
Yes	2012	2014	200545	hul	1943
Yes	2012	2014	201130	hul	1961
Yes	2012	2014	201147	hul	1970
Yes	2012	2014	200614	hul	1975
Yes	2012	2014	200227	hul	1980
Yes	2012	2014	200231	hul	1991
Yes	2012	2014	201758	hul	2001
Yes	2012	2014	201194	hul	2004
Yes	2012	2014	200236	hul	2012
Yes	2012	2014	200749	hul	2016
Yes	2012	2014	201522	hul	2027
Yes	2012	2014	200643	hul	2032
Yes	2012	2014	200246	hul	2036
Yes	2012	2014	200490	hul	2038
Yes	2012	2014	200247	hul	2039
Yes	2012	2014	200408	hul	2047
Yes	2012	2014	200251	hul	2048
Yes	2012	2014	201556	hul	2050
Yes	2012	2014	201452	hul	2060
Yes	2012	2014	200262	hul	2087
Yes	2012	2014	201775	hul	2092
Yes	2012	2014	200264	hul	2095
Yes	2012	2014	200782	hul	2100
Yes	2012	2014	201923	hul	2105
Yes	2012	2014	201922	hul	2106
Yes	2012	2014	200644	hul	2150
Yes	2012	2014	201118	hul	2159
Yes	2012	2014	200612	hul	2173
Yes	2012	2014	201536	hul	2176
Yes	2012	2014	201297	hul	2190
Yes	2012	2014	200289	hul	2200
Yes	2012	2014	200293	hul	2207
Yes	2012	2014	201561	hul	2213
Yes	2012	2014	201497	hul	2214
Yes	2012	2014	200727	hul	2230
Yes	2012	2014	200619	hul	2243
Yes	2012	2014	200303	hul	2261
Yes	2012	2014	200572	hul	2270
Yes	2012	2014	201783	hul	2271
Yes	2012	2014	200319	hul	2301
Yes	2012	2014	201721	hul	2302
Yes	2012	2014	200615	hul	2303
Yes	2012	2014	200769	hul	2314
Yes	2012	2014	201333	hul	2319
Yes	2012	2014	201323	hul	2330
Yes	2012	2014	200412	hul	2331
Yes	2012	2014	200324	hul	2333
Yes	2012	2014	200325	hul	2335
Yes	2012	2014	200327	hul	2343
Yes	2012	2014	200652	hul	2351
Yes	2012	2014	201192	hul	2358
Yes	2012	2014	201521	hul	2364
Yes	2012	2014	200427	hul	2378
Yes	2012	2014	200344	hul	2381
Yes	2012	2014	200346	hul	2382
Yes	2012	2014	200347	hul	2383
Yes	2012	2014	200483	hul	2386
Yes	2012	2014	201199	hul	2389
Yes	2012	2014	200513	hul	2392
Yes	2012	2014	200500	hul	2397
Yes	2012	2014	200635	hul	2400
Yes	2012	2014	200507	hul	2410
Yes	2012	2014	200367	hul	2418
Yes	2012	2014	200647	hul	2420
Yes	2012	2014	201216	hul	2423
Yes	2012	2014	200060	hul	2430
Yes	2012	2014	201578	hul	2450
Yes	2012	2014	200124	hul	2451
Yes	2012	2014	200146	hul	2456
Yes	2012	2014	200218	hul	2474
Yes	2012	2014	200223	hul	2478
Yes	2012	2014	201197	hul	2482
Yes	2012	2014	200243	hul	2483
Yes	2012	2014	201549	hul	2487
Yes	2012	2014	201659	hul	2490
Yes	2012	2014	200985	hul	2492
Yes	2012	2014	200277	hul	2493
Yes	2012	2014	200308	hul	2496
Yes	2012	2014	200336	hul	2501
Yes	2012	2014	200907	hul	2502
Yes	2012	2014	200339	hul	2503
Yes	2012	2014	200355	hul	2506
Yes	2012	2014	200371	hul	2513
Yes	2012	2014	200372	hul	2516
Yes	2012	2014	200169	hul	2521
Yes	2012	2014	200378	hul	2544
Yes	2012	2014	202001	ast	1214
Yes	2012	2014	200001	ast	1234
Yes	2012	2014	201610	ast	1260
Yes	2012	2014	200425	ast	1271
Yes	2012	2014	200535	ast	1303
Yes	2012	2014	200515	ast	1378
Yes	2012	2014	200610	ast	1380
Yes	2012	2014	200073	ast	1381
Yes	2012	2014	201550	ast	1384
Yes	2012	2014	200077	ast	1385
Yes	2012	2014	201271	ast	1387
Yes	2012	2014	200078	ast	1388
Yes	2012	2014	201583	ast	1389
Yes	2012	2014	200081	ast	1390
Yes	2012	2014	200516	ast	1392
Yes	2012	2014	201202	ast	1402
Yes	2012	2014	200100	ast	1432
Yes	2012	2014	201969	ast	1433
Yes	2012	2014	200941	ast	1449
Yes	2012	2014	201398	ast	1548
Yes	2012	2014	201260	ast	1586
Yes	2012	2014	201538	ast	1605
Yes	2012	2014	200642	ast	1648
Yes	2012	2014	200155	ast	1715
Yes	2012	2014	201208	ast	1716
Yes	2012	2014	201126	ast	1730
Yes	2012	2014	201358	ast	1740
Yes	2012	2014	200434	ast	1746
Yes	2012	2014	200167	ast	1756
Yes	2012	2014	201517	ast	1762
Yes	2012	2014	200171	ast	1770
Yes	2012	2014	200686	ast	1799
Yes	2012	2014	201399	ast	1803
Yes	2012	2014	201650	ast	1813
Yes	2012	2014	201183	ast	1825
Yes	2012	2014	201205	ast	1831
Yes	2012	2014	200745	ast	1837
Yes	2012	2014	200209	ast	1863
Yes	2012	2014	201836	ast	1898
Yes	2012	2014	200730	ast	1899
Yes	2012	2014	200656	ast	1913
Yes	2012	2014	200227	ast	1980
Yes	2012	2014	201959	ast	1998
Yes	2012	2014	201194	ast	2004
Yes	2012	2014	201024	ast	2007
Yes	2012	2014	200237	ast	2014
Yes	2012	2014	200238	ast	2015
Yes	2012	2014	8091	ast	2024
Yes	2012	2014	200490	ast	2038
Yes	2012	2014	201556	ast	2050
Yes	2012	2014	201448	ast	2082
Yes	2012	2014	200262	ast	2087
Yes	2012	2014	201539	ast	2098
Yes	2012	2014	201923	ast	2105
Yes	2012	2014	200276	ast	2153
Yes	2012	2014	200350	ast	2164
Yes	2012	2014	200972	ast	2167
Yes	2012	2014	200645	ast	2201
Yes	2012	2014	201284	ast	2205
Yes	2012	2014	200683	ast	2224
Yes	2012	2014	200303	ast	2261
Yes	2012	2014	200411	ast	2274
Yes	2012	2014	202124	ast	2299
Yes	2012	2014	200319	ast	2301
Yes	2012	2014	201721	ast	2302
Yes	2012	2014	200615	ast	2303
Yes	2012	2014	200915	ast	2327
Yes	2012	2014	201712	ast	2328
Yes	2012	2014	200324	ast	2333
Yes	2012	2014	200507	ast	2410
Yes	2012	2014	200060	ast	2430
Yes	2012	2014	200083	ast	2439
Yes	2012	2014	201578	ast	2450
Yes	2012	2014	200124	ast	2451
Yes	2012	2014	200207	ast	2467
Yes	2012	2014	200664	ast	2476
Yes	2012	2014	200240	ast	2481
Yes	2012	2014	200277	ast	2493
Yes	2012	2014	200317	ast	2499
Yes	2012	2014	200355	ast	2506
Yes	2012	2014	200956	ast	2551
Yes	2012	2014	200080	ast	18117
Yes	2012	2014	201628	ast	18118
Yes	2012	2014	201893	ast	18145
Yes	2012	2014	200368	ast	17966
Yes	2012	2014	201313	ast	17965
Yes	2012	2014	200329	ast	17870
Yes	2011	2012	7556	lee	75
Yes	2011	2012	7557	lee	74
Yes	2011	2012	7554	lee	72
Yes	2011	2012	7555	lee	73
Yes	2011	2012	7560	lee	94
Yes	2011	2012	7561	lee	77
Yes	2011	2012	7562	lee	78
Yes	2011	2012	7564	lee	79
Yes	2011	2012	7565	lee	81
Yes	2011	2012	7566	lee	80
Yes	2011	2012	7567	lee	82
Yes	2011	2012	16572	lee	99
Yes	2011	2012	7568	lee	83
Yes	2011	2012	7569	lee	84
Yes	2011	2012	7572	lee	85
Yes	2011	2012	7591	lee	86
Yes	2011	2012	7573	lee	87
Yes	2011	2012	7574	lee	88
Yes	2011	2012	7575	lee	89
Yes	2011	2012	7578	lee	91
Yes	2011	2012	7576	lee	98
Yes	2011	2012	7577	lee	90
Yes	2011	2012	7580	lee	92
Yes	2011	2012	7581	lee	93
Yes	2011	2012	7582	lee	76
Yes	2011	2012	7584	lee	95
Yes	2011	2012	7585	lee	96
Yes	2011	2012	7586	lee	97
Yes	1997	2012	110	uea	3035
Yes	2012	2012	4069	uea	3036
Yes	2012	2012	847	uea	3037
Yes	2012	2012	4803	uea	3038
Yes	2012	2012	2769	uea	3042
Yes	2012	2012	4063	uea	3043
Yes	2012	2012	3387	uea	3045
Yes	2012	2012	2224	uea	3046
Yes	2012	2012	2841	uea	3047
Yes	2012	2014	201367	swa	1199
Yes	2012	2014	200936	uea	1200
Yes	2012	2014	201206	uea	1219
Yes	2012	2014	200494	uea	1228
Yes	2012	2014	200016	uea	1240
Yes	2012	2014	200026	uea	1248
Yes	2012	2014	200443	uea	1250
Yes	2012	2014	201575	uea	1261
Yes	2012	2014	200651	uea	1262
Yes	2012	2014	200417	uea	1279
Yes	2012	2014	201298	uea	1290
Yes	2012	2014	201389	uea	1292
Yes	2012	2014	200039	uea	1295
Yes	2012	2014	200040	uea	1298
Yes	2012	2014	200748	uea	1299
Yes	2012	2014	200495	uea	1300
Yes	2012	2014	201558	uea	1306
Yes	2012	2014	201114	uea	1342
Yes	2012	2014	201439	uea	1347
Yes	2012	2014	200632	uea	1351
Yes	2012	2014	200070	uea	1363
Yes	2012	2014	200875	uea	1365
Yes	2012	2014	201684	uea	1370
Yes	2012	2014	200707	uea	1374
Yes	2012	2014	200515	uea	1378
Yes	2012	2014	200072	uea	1379
Yes	2012	2014	200073	uea	1381
Yes	2012	2014	200075	uea	1382
Yes	2012	2014	201550	uea	1384
Yes	2012	2014	200077	uea	1385
Yes	2012	2014	201535	uea	1386
Yes	2012	2014	201271	uea	1387
Yes	2012	2014	201583	uea	1389
Yes	2012	2014	200081	uea	1390
Yes	2012	2014	201132	uea	1393
Yes	2012	2014	200732	uea	1396
Yes	2012	2014	200608	uea	1397
Yes	2012	2014	200091	uea	1409
Yes	2012	2014	201545	uea	1429
Yes	2012	2014	201138	uea	1430
Yes	2012	2014	200100	uea	1432
Yes	2012	2014	201969	uea	1433
Yes	2012	2014	200724	uea	1434
Yes	2012	2014	201123	uea	1435
Yes	2012	2014	201032	uea	1448
Yes	2012	2014	200787	uea	1463
Yes	2012	2014	200552	uea	1477
Yes	2012	2014	201779	uea	1481
Yes	2012	2014	202081	uea	1484
Yes	2012	2014	200996	uea	1485
Yes	2012	2014	201160	uea	1498
Yes	2012	2014	200108	uea	1501
Yes	2012	2014	200780	uea	1507
Yes	2012	2014	200111	uea	1513
Yes	2012	2014	201804	uea	1514
Yes	2012	2014	200115	uea	1523
Yes	2012	2014	201122	uea	1525
Yes	2012	2014	200117	uea	1528
Yes	2012	2014	200517	uea	1541
Yes	2012	2014	201571	uea	1545
Yes	2012	2014	200595	uea	1551
Yes	2012	2014	201060	uea	1554
Yes	2012	2014	200737	uea	1555
Yes	2012	2014	200122	uea	1560
Yes	2012	2014	200123	uea	1561
Yes	2012	2014	200938	uea	1565
Yes	2012	2014	200636	uea	1566
Yes	2012	2014	200126	uea	1567
Yes	2012	2014	200876	uea	1569
Yes	2012	2014	200128	uea	1570
Yes	2012	2014	200129	uea	1571
Yes	2012	2014	200850	uea	1580
Yes	2012	2014	200131	uea	1583
Yes	2012	2014	201717	uea	1602
Yes	2012	2014	201527	uea	1624
Yes	2012	2014	200136	uea	1628
Yes	2012	2014	201773	uea	1636
Yes	2012	2014	200137	uea	1637
Yes	2012	2014	200591	uea	1638
Yes	2012	2014	200838	uea	1645
Yes	2012	2014	200553	uea	1646
Yes	2012	2014	200401	uea	1649
Yes	2012	2014	200509	uea	1653
Yes	2012	2014	201937	uea	1661
Yes	2012	2014	200658	uea	1668
Yes	2012	2014	201141	uea	1673
Yes	2012	2014	200419	uea	1689
Yes	2012	2014	201155	uea	1692
Yes	2012	2014	200149	uea	1693
Yes	2012	2014	200150	uea	1698
Yes	2012	2014	201673	uea	1704
Yes	2012	2014	201129	uea	1706
Yes	2012	2014	200152	uea	1707
Yes	2012	2014	200153	uea	1710
Yes	2012	2014	201208	uea	1716
Yes	2012	2014	201321	uea	1717
Yes	2012	2014	201126	uea	1730
Yes	2012	2014	200162	uea	1734
Yes	2012	2014	200163	uea	1735
Yes	2012	2014	200164	uea	1737
Yes	2012	2014	200434	uea	1746
Yes	2012	2014	201151	uea	1747
Yes	2012	2014	200974	uea	1748
Yes	2012	2014	200165	uea	1750
Yes	2012	2014	200627	uea	1751
Yes	2012	2014	200168	uea	1757
Yes	2012	2014	200546	uea	1760
Yes	2012	2014	201982	uea	1763
Yes	2012	2014	200171	uea	1770
Yes	2012	2014	200173	uea	1772
Yes	2012	2014	201714	uea	1786
Yes	2012	2014	201441	uea	1787
Yes	2012	2014	200175	uea	1788
Yes	2012	2014	200686	uea	1799
Yes	2012	2014	200976	uea	1805
Yes	2012	2014	201577	uea	1812
Yes	2012	2014	201650	uea	1813
Yes	2012	2014	201183	uea	1825
Yes	2012	2014	201587	uea	1832
Yes	2012	2014	200179	uea	1839
Yes	2012	2014	201962	uea	1843
Yes	2012	2014	201762	uea	1850
Yes	2012	2014	200185	uea	1851
Yes	2012	2014	201735	uea	1852
Yes	2012	2014	200209	uea	1863
Yes	2012	2014	200746	uea	1870
Yes	2012	2014	201688	uea	1872
Yes	2012	2014	200198	uea	1878
Yes	2012	2014	200202	uea	1882
Yes	2012	2014	200622	uea	1887
Yes	2012	2014	201554	uea	1889
Yes	2012	2014	201063	uea	1893
Yes	2012	2014	200720	uea	1897
Yes	2012	2014	200730	uea	1899
Yes	2012	2014	200638	uea	1922
Yes	2012	2014	200214	uea	1933
Yes	2012	2014	201328	uea	1935
Yes	2012	2014	200215	uea	1936
Yes	2012	2014	201228	uea	1941
Yes	2012	2014	202008	uea	1942
Yes	2012	2014	200545	uea	1943
Yes	2012	2014	201201	uea	1966
Yes	2012	2014	201148	uea	1969
Yes	2012	2014	201147	uea	1970
Yes	2012	2014	200614	uea	1975
Yes	2012	2014	200227	uea	1980
Yes	2012	2014	200228	uea	1982
Yes	2012	2014	201754	uea	1989
Yes	2012	2014	200231	uea	1991
Yes	2012	2014	200964	uea	2002
Yes	2012	2014	201194	uea	2004
Yes	2012	2014	201024	uea	2007
Yes	2012	2014	200236	uea	2012
Yes	2012	2014	200237	uea	2014
Yes	2012	2014	200238	uea	2015
Yes	2012	2014	200749	uea	2016
Yes	2012	2014	201081	uea	2019
Yes	2012	2014	200643	uea	2032
Yes	2012	2014	200247	uea	2039
Yes	2012	2014	200408	uea	2047
Yes	2012	2014	201556	uea	2050
Yes	2012	2014	200261	uea	2083
Yes	2012	2014	200262	uea	2087
Yes	2012	2014	200264	uea	2095
Yes	2012	2014	201539	uea	2098
Yes	2012	2014	200609	uea	2099
Yes	2012	2014	201923	uea	2105
Yes	2012	2014	200918	uea	2134
Yes	2012	2014	200741	uea	2135
Yes	2012	2014	201520	uea	2140
Yes	2012	2014	201187	uea	2156
Yes	2012	2014	201998	uea	2157
Yes	2012	2014	201118	uea	2159
Yes	2012	2014	200350	uea	2164
Yes	2012	2014	201516	uea	2171
Yes	2012	2014	200287	uea	2183
Yes	2012	2014	200289	uea	2200
Yes	2012	2014	200645	uea	2201
Yes	2012	2014	200293	uea	2207
Yes	2012	2014	201974	uea	2211
Yes	2012	2014	201211	uea	2220
Yes	2012	2014	200297	uea	2221
Yes	2012	2014	200727	uea	2230
Yes	2012	2014	200619	uea	2243
Yes	2012	2014	201519	uea	2260
Yes	2012	2014	200303	uea	2261
Yes	2012	2014	200304	uea	2262
Yes	2012	2014	200572	uea	2270
Yes	2012	2014	201783	uea	2271
Yes	2012	2014	201733	uea	2272
Yes	2012	2014	200309	uea	2273
Yes	2012	2014	200411	uea	2274
Yes	2012	2014	201548	uea	2285
Yes	2012	2014	200489	uea	2292
Yes	2012	2014	202124	uea	2299
Yes	2012	2014	200319	uea	2301
Yes	2012	2014	201721	uea	2302
Yes	2012	2014	200615	uea	2303
Yes	2012	2014	200466	uea	2309
Yes	2012	2014	201547	uea	2311
Yes	2012	2014	201166	uea	2313
Yes	2012	2014	200418	uea	2317
Yes	2012	2014	200915	uea	2327
Yes	2012	2014	201712	uea	2328
Yes	2012	2014	200324	uea	2333
Yes	2012	2014	200669	uea	2334
Yes	2012	2014	200325	uea	2335
Yes	2012	2014	200326	uea	2340
Yes	2012	2014	201342	uea	2356
Yes	2012	2014	200332	uea	2359
Yes	2012	2014	200674	uea	2369
Yes	2012	2014	201786	uea	2371
Yes	2012	2014	200338	uea	2372
Yes	2012	2014	200344	uea	2381
Yes	2012	2014	200346	uea	2382
Yes	2012	2014	200347	uea	2383
Yes	2012	2014	201920	uea	2385
Yes	2012	2014	200513	uea	2392
Yes	2012	2014	200352	uea	2394
Yes	2012	2014	200500	uea	2397
Yes	2012	2014	200356	uea	2399
Yes	2012	2014	200635	uea	2400
Yes	2012	2014	201428	uea	2409
Yes	2012	2014	200507	uea	2410
Yes	2012	2014	200229	uea	2416
Yes	2012	2014	201150	uea	2433
Yes	2012	2014	200083	uea	2439
Yes	2012	2014	201933	uea	2448
Yes	2012	2014	200114	uea	2449
Yes	2012	2014	201578	uea	2450
Yes	2012	2014	200124	uea	2451
Yes	2012	2014	200125	uea	2452
Yes	2012	2014	200151	uea	2457
Yes	2012	2014	200628	uea	2460
Yes	2012	2014	200207	uea	2467
Yes	2012	2014	200218	uea	2474
Yes	2012	2014	200223	uea	2478
Yes	2012	2014	201197	uea	2482
Yes	2012	2014	200899	uea	2484
Yes	2012	2014	201549	uea	2487
Yes	2012	2014	201659	uea	2490
Yes	2012	2014	200985	uea	2492
Yes	2012	2014	200277	uea	2493
Yes	2012	2014	200308	uea	2496
Yes	2012	2014	201174	uea	2498
Yes	2012	2014	200317	uea	2499
Yes	2012	2014	200336	uea	2501
Yes	2012	2014	200907	uea	2502
Yes	2012	2014	200339	uea	2503
Yes	2012	2014	200358	uea	2507
Yes	2012	2014	200841	uea	2511
Yes	2012	2014	200381	uea	2512
Yes	2012	2014	202010	uea	2518
Yes	2012	2014	200169	uea	2521
Yes	2012	2014	201952	uea	2543
Yes	2012	2014	200378	uea	2544
Yes	2011	2012	7564	uea	18203
Yes	2011	2012	7565	uea	18205
Yes	2011	2012	7567	uea	18206
Yes	2011	2012	7568	uea	18207
Yes	2011	2012	7569	uea	18208
Yes	2011	2012	7572	uea	18209
Yes	2011	2012	7591	uea	18210
Yes	2011	2012	7573	uea	18211
Yes	2011	2012	7574	uea	18212
Yes	2012	2014	200003	shu	1197
Yes	2012	2014	201206	shu	1219
Yes	2012	2014	200039	shu	1295
Yes	2012	2014	200040	shu	1298
Yes	2012	2014	200495	shu	1300
Yes	2012	2014	201245	shu	1305
Yes	2012	2014	200397	shu	1337
Yes	2012	2014	200632	shu	1351
Yes	2012	2014	200875	shu	1365
Yes	2012	2014	200515	shu	1378
Yes	2012	2014	200073	shu	1381
Yes	2012	2014	200075	shu	1382
Yes	2012	2014	201550	shu	1384
Yes	2012	2014	200077	shu	1385
Yes	2012	2014	201535	shu	1386
Yes	2012	2014	201271	shu	1387
Yes	2012	2014	200081	shu	1390
Yes	2012	2014	200634	shu	1391
Yes	2012	2014	200516	shu	1392
Yes	2012	2014	201132	shu	1393
Yes	2012	2014	201202	shu	1402
Yes	2012	2014	201154	shu	1403
Yes	2012	2014	201545	shu	1429
Yes	2012	2014	201710	shu	1431
Yes	2012	2014	201123	shu	1435
Yes	2012	2014	201779	shu	1481
Yes	2012	2014	201204	shu	1492
Yes	2012	2014	201160	shu	1498
Yes	2012	2014	200107	shu	1499
Yes	2012	2014	200108	shu	1501
Yes	2012	2014	200780	shu	1507
Yes	2012	2014	201867	shu	1521
Yes	2012	2014	200117	shu	1528
Yes	2012	2014	200626	shu	1559
Yes	2012	2014	200123	shu	1561
Yes	2012	2014	200485	shu	1564
Yes	2012	2014	200636	shu	1566
Yes	2012	2014	200130	shu	1581
Yes	2012	2014	202011	shu	1590
Yes	2012	2014	201538	shu	1605
Yes	2012	2014	200496	shu	1609
Yes	2012	2014	200135	shu	1611
Yes	2012	2014	200400	shu	1622
Yes	2012	2014	201527	shu	1624
Yes	2012	2014	202192	shu	1639
Yes	2012	2014	200509	shu	1653
Yes	2012	2014	201141	shu	1673
Yes	2012	2014	201217	shu	1674
Yes	2012	2014	201129	shu	1706
Yes	2012	2014	200152	shu	1707
Yes	2012	2014	201208	shu	1716
Yes	2012	2014	201126	shu	1730
Yes	2012	2014	200162	shu	1734
Yes	2012	2014	200163	shu	1735
Yes	2012	2014	200434	shu	1746
Yes	2012	2014	201151	shu	1747
Yes	2012	2014	200168	shu	1757
Yes	2012	2014	201517	shu	1762
Yes	2012	2014	201310	shu	1768
Yes	2012	2014	201714	shu	1786
Yes	2012	2014	201686	shu	1794
Yes	2012	2014	201119	shu	1804
Yes	2012	2014	201474	shu	1835
Yes	2012	2014	200745	shu	1837
Yes	2012	2014	200179	shu	1839
Yes	2012	2014	200183	shu	1847
Yes	2012	2014	200746	shu	1870
Yes	2012	2014	200194	shu	1871
Yes	2012	2014	201373	shu	1880
Yes	2012	2014	201554	shu	1889
Yes	2012	2014	200204	shu	1890
Yes	2012	2014	201022	shu	1895
Yes	2012	2014	200730	shu	1899
Yes	2012	2014	200888	shu	1900
Yes	2012	2014	201185	shu	1911
Yes	2012	2014	200210	shu	1918
Yes	2012	2014	200638	shu	1922
Yes	2012	2014	201695	shu	1925
Yes	2012	2014	200220	shu	1953
Yes	2012	2014	200221	shu	1957
Yes	2012	2014	201130	shu	1961
Yes	2012	2014	201135	shu	1962
Yes	2012	2014	201435	shu	1964
Yes	2012	2014	200614	shu	1975
Yes	2012	2014	200227	shu	1980
Yes	2012	2014	200231	shu	1991
Yes	2012	2014	201194	shu	2004
Yes	2012	2014	200236	shu	2012
Yes	2012	2014	200749	shu	2016
Yes	2012	2014	201522	shu	2027
Yes	2012	2014	200994	shu	2043
Yes	2012	2014	201899	shu	2044
Yes	2012	2014	200408	shu	2047
Yes	2012	2014	201740	shu	2052
Yes	2012	2014	200018	shu	2058
Yes	2012	2014	201200	shu	2064
Yes	2012	2014	200337	shu	2066
Yes	2012	2014	200511	shu	2069
Yes	2012	2014	201487	shu	2071
Yes	2012	2014	200886	shu	2072
Yes	2012	2014	201448	shu	2082
Yes	2012	2014	200262	shu	2087
Yes	2012	2014	201539	shu	2098
Yes	2012	2014	200609	shu	2099
Yes	2012	2014	201923	shu	2105
Yes	2012	2014	201918	shu	2128
Yes	2012	2014	201027	shu	2146
Yes	2012	2014	201694	shu	2217
Yes	2012	2014	200319	shu	2301
Yes	2012	2014	200320	shu	2306
Yes	2012	2014	201167	shu	2307
Yes	2012	2014	200466	shu	2309
Yes	2012	2014	201712	shu	2328
Yes	2012	2014	200324	shu	2333
Yes	2012	2014	200669	shu	2334
Yes	2012	2014	200325	shu	2335
Yes	2012	2014	201942	shu	2338
Yes	2012	2014	200326	shu	2340
Yes	2012	2014	201131	shu	2344
Yes	2012	2014	201412	shu	2345
Yes	2012	2014	200344	shu	2381
Yes	2012	2014	201181	shu	2390
Yes	2012	2014	200513	shu	2392
Yes	2012	2014	200500	shu	2397
Yes	2012	2014	200356	shu	2399
Yes	2012	2014	200365	shu	2408
Yes	2012	2014	201428	shu	2409
Yes	2012	2014	200507	shu	2410
Yes	2012	2014	200647	shu	2420
Yes	2012	2014	201216	shu	2423
Yes	2012	2014	200497	shu	2431
Yes	2012	2014	200083	shu	2439
Yes	2012	2014	200124	shu	2451
Yes	2012	2014	200628	shu	2460
Yes	2012	2014	200207	shu	2467
Yes	2012	2014	200218	shu	2474
Yes	2012	2014	200223	shu	2478
Yes	2012	2014	200243	shu	2483
Yes	2012	2014	200277	shu	2493
Yes	2012	2014	200317	shu	2499
Yes	2012	2014	200339	shu	2503
Yes	2012	2014	200355	shu	2506
Yes	2012	2014	200169	shu	2521
Yes	2012	2014	201952	shu	2543
Yes	2012	2014	200956	shu	2551
Yes	2012	2014	200004	icl	411
Yes	2012	2014	200008	icl	417
Yes	2012	2014	200009	icl	418
Yes	1957	2013	6679	uow	21880
Yes	2013	2013	6689	uow	21889
Yes	2013	2013	6696	uow	21895
Yes	2013	2013	6708	uow	21913
Yes	2013	2013	6709	uow	21915
Yes	2013	2013	6712	uow	21918
Yes	2013	2013	6713	uow	21919
Yes	2013	2013	6718	uow	21924
